cohort_month,period_number,retained_users,cohort_size,retention_rate
1991-07-01,252,1,1,1.0
1991-07-01,253,1,1,1.0
1991-07-01,254,1,1,1.0
1991-07-01,255,1,1,1.0
1991-07-01,256,1,1,1.0
1991-07-01,257,1,1,1.0
1991-07-01,258,1,1,1.0
1991-07-01,259,1,1,1.0
1991-07-01,260,1,1,1.0
1991-07-01,261,1,1,1.0
1991-07-01,262,1,1,1.0
1991-07-01,263,1,1,1.0
1991-07-01,264,1,1,1.0
1991-07-01,265,1,1,1.0
1991-07-01,266,1,1,1.0
1991-07-01,267,1,1,1.0
1991-07-01,268,1,1,1.0
1991-07-01,269,1,1,1.0
1991-07-01,270,1,1,1.0
1991-07-01,271,1,1,1.0
1991-07-01,272,1,1,1.0
1991-07-01,273,1,1,1.0
1991-07-01,274,1,1,1.0
1991-07-01,275,1,1,1.0
1991-07-01,276,1,1,1.0
1991-07-01,277,1,1,1.0
1991-07-01,278,1,1,1.0
1991-07-01,279,1,1,1.0
1991-07-01,280,1,1,1.0
1991-07-01,281,1,1,1.0
1991-07-01,282,1,1,1.0
1991-07-01,283,1,1,1.0
1991-07-01,284,1,1,1.0
1991-07-01,285,1,1,1.0
1991-07-01,286,1,1,1.0
1991-07-01,287,1,1,1.0
1991-07-01,288,1,1,1.0
1991-07-01,289,1,1,1.0
1991-07-01,290,1,1,1.0
1991-07-01,291,1,1,1.0
1991-07-01,292,1,1,1.0
1991-07-01,293,1,1,1.0
1991-07-01,294,1,1,1.0
1991-07-01,295,1,1,1.0
1991-07-01,296,1,1,1.0
1991-07-01,297,1,1,1.0
1991-07-01,298,1,1,1.0
1991-07-01,299,1,1,1.0
1991-07-01,300,1,1,1.0
1991-07-01,301,1,1,1.0
1991-07-01,302,1,1,1.0
1991-07-01,303,1,1,1.0
1991-07-01,304,1,1,1.0
1991-07-01,305,1,1,1.0
1991-07-01,306,1,1,1.0
1991-07-01,307,1,1,1.0
1991-07-01,308,1,1,1.0
1991-07-01,309,1,1,1.0
1991-07-01,310,1,1,1.0
1991-07-01,311,1,1,1.0
1991-07-01,312,1,1,1.0
1991-07-01,313,1,1,1.0
1991-07-01,314,1,1,1.0
1991-07-01,315,1,1,1.0
1991-07-01,316,1,1,1.0
1991-07-01,317,1,1,1.0
1991-07-01,318,1,1,1.0
1991-07-01,319,1,1,1.0
1991-07-01,320,1,1,1.0
1991-07-01,321,1,1,1.0
1991-07-01,322,1,1,1.0
1991-07-01,323,1,1,1.0
1991-07-01,324,1,1,1.0
1991-07-01,325,1,1,1.0
1991-07-01,326,1,1,1.0
1991-07-01,327,1,1,1.0
1991-07-01,328,1,1,1.0
1991-07-01,329,1,1,1.0
1991-07-01,330,1,1,1.0
1991-07-01,331,1,1,1.0
1991-07-01,332,1,1,1.0
1991-07-01,333,1,1,1.0
1991-07-01,334,1,1,1.0
1991-07-01,335,1,1,1.0
1991-07-01,336,1,1,1.0
1991-07-01,337,1,1,1.0
1991-07-01,338,1,1,1.0
1991-07-01,339,1,1,1.0
1991-12-01,217,1,1,1.0
1991-12-01,218,1,1,1.0
1991-12-01,219,1,1,1.0
1991-12-01,220,1,1,1.0
1991-12-01,221,1,1,1.0
1991-12-01,222,1,1,1.0
1991-12-01,223,1,1,1.0
1991-12-01,224,1,1,1.0
1991-12-01,225,1,1,1.0
1991-12-01,226,1,1,1.0
1991-12-01,227,1,1,1.0
1991-12-01,228,1,1,1.0
1991-12-01,229,1,1,1.0
1991-12-01,230,1,1,1.0
1991-12-01,231,1,1,1.0
1991-12-01,232,1,1,1.0
1991-12-01,233,1,1,1.0
1991-12-01,234,1,1,1.0
1991-12-01,235,1,1,1.0
1991-12-01,236,1,1,1.0
1991-12-01,237,1,1,1.0
1991-12-01,238,1,1,1.0
1991-12-01,239,1,1,1.0
1991-12-01,240,1,1,1.0
1991-12-01,241,1,1,1.0
1991-12-01,242,1,1,1.0
1991-12-01,243,1,1,1.0
1991-12-01,244,1,1,1.0
1991-12-01,245,1,1,1.0
1991-12-01,246,1,1,1.0
1991-12-01,247,1,1,1.0
1991-12-01,248,1,1,1.0
1991-12-01,249,1,1,1.0
1991-12-01,250,1,1,1.0
1991-12-01,251,1,1,1.0
1991-12-01,252,1,1,1.0
1991-12-01,253,1,1,1.0
1991-12-01,254,1,1,1.0
1991-12-01,255,1,1,1.0
1991-12-01,256,1,1,1.0
1991-12-01,257,1,1,1.0
1991-12-01,258,1,1,1.0
1991-12-01,259,1,1,1.0
1991-12-01,260,1,1,1.0
1991-12-01,261,1,1,1.0
1991-12-01,262,1,1,1.0
1991-12-01,263,1,1,1.0
1991-12-01,264,1,1,1.0
1991-12-01,265,1,1,1.0
1991-12-01,266,1,1,1.0
1991-12-01,267,1,1,1.0
1991-12-01,268,1,1,1.0
1991-12-01,269,1,1,1.0
1991-12-01,270,1,1,1.0
1991-12-01,271,1,1,1.0
1991-12-01,272,1,1,1.0
1991-12-01,273,1,1,1.0
1991-12-01,274,1,1,1.0
1991-12-01,275,1,1,1.0
1991-12-01,276,1,1,1.0
1991-12-01,277,1,1,1.0
1991-12-01,278,1,1,1.0
1991-12-01,279,1,1,1.0
1991-12-01,280,1,1,1.0
1991-12-01,281,1,1,1.0
1991-12-01,282,1,1,1.0
1991-12-01,283,1,1,1.0
1991-12-01,284,1,1,1.0
1991-12-01,285,1,1,1.0
1991-12-01,286,1,1,1.0
1991-12-01,287,1,1,1.0
1991-12-01,288,1,1,1.0
1991-12-01,289,1,1,1.0
1991-12-01,290,1,1,1.0
1991-12-01,291,1,1,1.0
1991-12-01,292,1,1,1.0
1991-12-01,293,1,1,1.0
1991-12-01,294,1,1,1.0
1991-12-01,295,1,1,1.0
1991-12-01,296,1,1,1.0
1991-12-01,297,1,1,1.0
1991-12-01,298,1,1,1.0
1991-12-01,299,1,1,1.0
1991-12-01,300,1,1,1.0
1991-12-01,301,1,1,1.0
1991-12-01,302,1,1,1.0
1991-12-01,303,1,1,1.0
1991-12-01,304,1,1,1.0
1991-12-01,305,1,1,1.0
1991-12-01,306,1,1,1.0
1991-12-01,307,1,1,1.0
1991-12-01,308,1,1,1.0
1991-12-01,309,1,1,1.0
1991-12-01,310,1,1,1.0
1991-12-01,311,1,1,1.0
1991-12-01,312,1,1,1.0
1991-12-01,313,1,1,1.0
1991-12-01,314,1,1,1.0
1991-12-01,315,1,1,1.0
1991-12-01,316,1,1,1.0
1991-12-01,317,1,1,1.0
1991-12-01,318,1,1,1.0
1991-12-01,319,1,1,1.0
1991-12-01,320,1,1,1.0
1991-12-01,321,1,1,1.0
1991-12-01,322,1,1,1.0
1991-12-01,323,1,1,1.0
1991-12-01,324,1,1,1.0
1991-12-01,325,1,1,1.0
1991-12-01,326,1,1,1.0
1991-12-01,327,1,1,1.0
1991-12-01,328,1,1,1.0
1991-12-01,329,1,1,1.0
1991-12-01,330,1,1,1.0
1991-12-01,331,1,1,1.0
1991-12-01,332,1,1,1.0
1991-12-01,333,1,1,1.0
1991-12-01,334,1,1,1.0
1992-11-01,206,1,1,1.0
1992-11-01,207,1,1,1.0
1992-11-01,208,1,1,1.0
1992-11-01,209,1,1,1.0
1992-11-01,210,1,1,1.0
1992-11-01,211,1,1,1.0
1992-11-01,212,1,1,1.0
1992-11-01,213,1,1,1.0
1992-11-01,214,1,1,1.0
1992-11-01,215,1,1,1.0
1992-11-01,216,1,1,1.0
1992-11-01,217,1,1,1.0
1992-11-01,218,1,1,1.0
1992-11-01,219,1,1,1.0
1992-11-01,220,1,1,1.0
1992-11-01,221,1,1,1.0
1992-11-01,222,1,1,1.0
1992-11-01,223,1,1,1.0
1992-11-01,224,1,1,1.0
1992-11-01,225,1,1,1.0
1992-11-01,226,1,1,1.0
1992-11-01,227,1,1,1.0
1992-11-01,228,1,1,1.0
1992-11-01,229,1,1,1.0
1992-11-01,230,1,1,1.0
1992-11-01,231,1,1,1.0
1992-11-01,232,1,1,1.0
1992-11-01,233,1,1,1.0
1992-11-01,234,1,1,1.0
1992-11-01,235,1,1,1.0
1992-11-01,236,1,1,1.0
1992-11-01,237,1,1,1.0
1992-11-01,238,1,1,1.0
1992-11-01,239,1,1,1.0
1992-11-01,240,1,1,1.0
1992-11-01,241,1,1,1.0
1992-11-01,242,1,1,1.0
1992-11-01,243,1,1,1.0
1992-11-01,244,1,1,1.0
1992-11-01,245,1,1,1.0
1992-11-01,246,1,1,1.0
1992-11-01,247,1,1,1.0
1992-11-01,248,1,1,1.0
1992-11-01,249,1,1,1.0
1992-11-01,250,1,1,1.0
1992-11-01,251,1,1,1.0
1992-11-01,252,1,1,1.0
1992-11-01,253,1,1,1.0
1992-11-01,254,1,1,1.0
1992-11-01,255,1,1,1.0
1992-11-01,256,1,1,1.0
1992-11-01,257,1,1,1.0
1992-11-01,258,1,1,1.0
1992-11-01,259,1,1,1.0
1992-11-01,260,1,1,1.0
1992-11-01,261,1,1,1.0
1992-11-01,262,1,1,1.0
1992-11-01,263,1,1,1.0
1992-11-01,264,1,1,1.0
1992-11-01,265,1,1,1.0
1992-11-01,266,1,1,1.0
1992-11-01,267,1,1,1.0
1992-11-01,268,1,1,1.0
1992-11-01,269,1,1,1.0
1992-11-01,270,1,1,1.0
1992-11-01,271,1,1,1.0
1992-11-01,272,1,1,1.0
1992-11-01,273,1,1,1.0
1992-11-01,274,1,1,1.0
1992-11-01,275,1,1,1.0
1992-11-01,276,1,1,1.0
1992-11-01,277,1,1,1.0
1992-11-01,278,1,1,1.0
1992-11-01,279,1,1,1.0
1992-11-01,280,1,1,1.0
1992-11-01,281,1,1,1.0
1992-11-01,282,1,1,1.0
1992-11-01,283,1,1,1.0
1992-11-01,284,1,1,1.0
1992-11-01,285,1,1,1.0
1992-11-01,286,1,1,1.0
1992-11-01,287,1,1,1.0
1992-11-01,288,1,1,1.0
1992-11-01,289,1,1,1.0
1992-11-01,290,1,1,1.0
1992-11-01,291,1,1,1.0
1992-11-01,292,1,1,1.0
1992-11-01,293,1,1,1.0
1992-11-01,294,1,1,1.0
1992-11-01,295,1,1,1.0
1992-11-01,296,1,1,1.0
1992-11-01,297,1,1,1.0
1992-11-01,298,1,1,1.0
1992-11-01,299,1,1,1.0
1992-11-01,300,1,1,1.0
1992-11-01,301,1,1,1.0
1992-11-01,302,1,1,1.0
1992-11-01,303,1,1,1.0
1992-11-01,304,1,1,1.0
1992-11-01,305,1,1,1.0
1992-11-01,306,1,1,1.0
1992-11-01,307,1,1,1.0
1992-11-01,308,1,1,1.0
1992-11-01,309,1,1,1.0
1992-11-01,310,1,1,1.0
1992-11-01,311,1,1,1.0
1992-11-01,312,1,1,1.0
1992-11-01,313,1,1,1.0
1992-11-01,314,1,1,1.0
1992-11-01,315,1,1,1.0
1992-11-01,316,1,1,1.0
1992-11-01,317,1,1,1.0
1992-11-01,318,1,1,1.0
1992-11-01,319,1,1,1.0
1992-11-01,320,1,1,1.0
1992-11-01,321,1,1,1.0
1992-11-01,322,1,1,1.0
1992-11-01,323,1,1,1.0
1992-12-01,205,1,1,1.0
1992-12-01,206,1,1,1.0
1992-12-01,207,1,1,1.0
1992-12-01,208,1,1,1.0
1992-12-01,209,1,1,1.0
1992-12-01,210,1,1,1.0
1992-12-01,211,1,1,1.0
1992-12-01,212,1,1,1.0
1992-12-01,213,1,1,1.0
1992-12-01,214,1,1,1.0
1992-12-01,215,1,1,1.0
1992-12-01,216,1,1,1.0
1992-12-01,217,1,1,1.0
1992-12-01,218,1,1,1.0
1992-12-01,219,1,1,1.0
1992-12-01,220,1,1,1.0
1992-12-01,221,1,1,1.0
1992-12-01,222,1,1,1.0
1992-12-01,223,1,1,1.0
1992-12-01,224,1,1,1.0
1992-12-01,225,1,1,1.0
1992-12-01,226,1,1,1.0
1992-12-01,227,1,1,1.0
1992-12-01,228,1,1,1.0
1992-12-01,229,1,1,1.0
1992-12-01,230,1,1,1.0
1992-12-01,231,1,1,1.0
1992-12-01,232,1,1,1.0
1992-12-01,233,1,1,1.0
1992-12-01,234,1,1,1.0
1992-12-01,235,1,1,1.0
1992-12-01,236,1,1,1.0
1992-12-01,237,1,1,1.0
1992-12-01,238,1,1,1.0
1992-12-01,239,1,1,1.0
1992-12-01,240,1,1,1.0
1992-12-01,241,1,1,1.0
1992-12-01,242,1,1,1.0
1992-12-01,243,1,1,1.0
1992-12-01,244,1,1,1.0
1992-12-01,245,1,1,1.0
1992-12-01,246,1,1,1.0
1992-12-01,247,1,1,1.0
1992-12-01,248,1,1,1.0
1992-12-01,249,1,1,1.0
1992-12-01,250,1,1,1.0
1992-12-01,251,1,1,1.0
1992-12-01,252,1,1,1.0
1992-12-01,253,1,1,1.0
1992-12-01,254,1,1,1.0
1992-12-01,255,1,1,1.0
1992-12-01,256,1,1,1.0
1992-12-01,257,1,1,1.0
1992-12-01,258,1,1,1.0
1992-12-01,259,1,1,1.0
1992-12-01,260,1,1,1.0
1992-12-01,261,1,1,1.0
1992-12-01,262,1,1,1.0
1992-12-01,263,1,1,1.0
1992-12-01,264,1,1,1.0
1992-12-01,265,1,1,1.0
1992-12-01,266,1,1,1.0
1992-12-01,267,1,1,1.0
1992-12-01,268,1,1,1.0
1992-12-01,269,1,1,1.0
1992-12-01,270,1,1,1.0
1992-12-01,271,1,1,1.0
1992-12-01,272,1,1,1.0
1992-12-01,273,1,1,1.0
1992-12-01,274,1,1,1.0
1992-12-01,275,1,1,1.0
1992-12-01,276,1,1,1.0
1992-12-01,277,1,1,1.0
1992-12-01,278,1,1,1.0
1992-12-01,279,1,1,1.0
1992-12-01,280,1,1,1.0
1992-12-01,281,1,1,1.0
1992-12-01,282,1,1,1.0
1992-12-01,283,1,1,1.0
1992-12-01,284,1,1,1.0
1992-12-01,285,1,1,1.0
1992-12-01,286,1,1,1.0
1992-12-01,287,1,1,1.0
1992-12-01,288,1,1,1.0
1992-12-01,289,1,1,1.0
1992-12-01,290,1,1,1.0
1992-12-01,291,1,1,1.0
1992-12-01,292,1,1,1.0
1992-12-01,293,1,1,1.0
1992-12-01,294,1,1,1.0
1992-12-01,295,1,1,1.0
1992-12-01,296,1,1,1.0
1992-12-01,297,1,1,1.0
1992-12-01,298,1,1,1.0
1992-12-01,299,1,1,1.0
1992-12-01,300,1,1,1.0
1992-12-01,301,1,1,1.0
1992-12-01,302,1,1,1.0
1992-12-01,303,1,1,1.0
1992-12-01,304,1,1,1.0
1992-12-01,305,1,1,1.0
1992-12-01,306,1,1,1.0
1992-12-01,307,1,1,1.0
1992-12-01,308,1,1,1.0
1992-12-01,309,1,1,1.0
1992-12-01,310,1,1,1.0
1992-12-01,311,1,1,1.0
1992-12-01,312,1,1,1.0
1992-12-01,313,1,1,1.0
1992-12-01,314,1,1,1.0
1992-12-01,315,1,1,1.0
1992-12-01,316,1,1,1.0
1992-12-01,317,1,1,1.0
1992-12-01,318,1,1,1.0
1992-12-01,319,1,1,1.0
1992-12-01,320,1,1,1.0
1992-12-01,321,1,1,1.0
1992-12-01,322,1,1,1.0
1993-03-01,202,1,1,1.0
1993-03-01,203,1,1,1.0
1993-03-01,204,1,1,1.0
1993-03-01,205,1,1,1.0
1993-03-01,206,1,1,1.0
1993-03-01,207,1,1,1.0
1993-03-01,208,1,1,1.0
1993-03-01,209,1,1,1.0
1993-03-01,210,1,1,1.0
1993-03-01,211,1,1,1.0
1993-03-01,212,1,1,1.0
1993-03-01,213,1,1,1.0
1993-03-01,214,1,1,1.0
1993-03-01,215,1,1,1.0
1993-03-01,216,1,1,1.0
1993-03-01,217,1,1,1.0
1993-03-01,218,1,1,1.0
1993-03-01,219,1,1,1.0
1993-03-01,220,1,1,1.0
1993-03-01,221,1,1,1.0
1993-03-01,222,1,1,1.0
1993-03-01,223,1,1,1.0
1993-03-01,224,1,1,1.0
1993-03-01,225,1,1,1.0
1993-03-01,226,1,1,1.0
1993-03-01,227,1,1,1.0
1993-03-01,228,1,1,1.0
1993-03-01,229,1,1,1.0
1993-03-01,230,1,1,1.0
1993-03-01,231,1,1,1.0
1993-03-01,232,1,1,1.0
1993-03-01,233,1,1,1.0
1993-03-01,234,1,1,1.0
1993-03-01,235,1,1,1.0
1993-03-01,236,1,1,1.0
1993-03-01,237,1,1,1.0
1993-03-01,238,1,1,1.0
1993-03-01,239,1,1,1.0
1993-03-01,240,1,1,1.0
1993-03-01,241,1,1,1.0
1993-03-01,242,1,1,1.0
1993-03-01,243,1,1,1.0
1993-03-01,244,1,1,1.0
1993-03-01,245,1,1,1.0
1993-03-01,246,1,1,1.0
1993-03-01,247,1,1,1.0
1993-03-01,248,1,1,1.0
1993-03-01,249,1,1,1.0
1993-03-01,250,1,1,1.0
1993-03-01,251,1,1,1.0
1993-03-01,252,1,1,1.0
1993-03-01,253,1,1,1.0
1993-03-01,254,1,1,1.0
1993-03-01,255,1,1,1.0
1993-03-01,256,1,1,1.0
1993-03-01,257,1,1,1.0
1993-03-01,258,1,1,1.0
1993-03-01,259,1,1,1.0
1993-03-01,260,1,1,1.0
1993-03-01,261,1,1,1.0
1993-03-01,262,1,1,1.0
1993-03-01,263,1,1,1.0
1993-03-01,264,1,1,1.0
1993-03-01,265,1,1,1.0
1993-03-01,266,1,1,1.0
1993-03-01,267,1,1,1.0
1993-03-01,268,1,1,1.0
1993-03-01,269,1,1,1.0
1993-03-01,270,1,1,1.0
1993-03-01,271,1,1,1.0
1993-03-01,272,1,1,1.0
1993-03-01,273,1,1,1.0
1993-03-01,274,1,1,1.0
1993-03-01,275,1,1,1.0
1993-03-01,276,1,1,1.0
1993-03-01,277,1,1,1.0
1993-03-01,278,1,1,1.0
1993-03-01,279,1,1,1.0
1993-03-01,280,1,1,1.0
1993-03-01,281,1,1,1.0
1993-03-01,282,1,1,1.0
1993-03-01,283,1,1,1.0
1993-03-01,284,1,1,1.0
1993-03-01,285,1,1,1.0
1993-03-01,286,1,1,1.0
1993-03-01,287,1,1,1.0
1993-03-01,288,1,1,1.0
1993-03-01,289,1,1,1.0
1993-03-01,290,1,1,1.0
1993-03-01,291,1,1,1.0
1993-03-01,292,1,1,1.0
1993-03-01,293,1,1,1.0
1993-03-01,294,1,1,1.0
1993-03-01,295,1,1,1.0
1993-03-01,296,1,1,1.0
1993-03-01,297,1,1,1.0
1993-03-01,298,1,1,1.0
1993-03-01,299,1,1,1.0
1993-03-01,300,1,1,1.0
1993-03-01,301,1,1,1.0
1993-03-01,302,1,1,1.0
1993-03-01,303,1,1,1.0
1993-03-01,304,1,1,1.0
1993-03-01,305,1,1,1.0
1993-03-01,306,1,1,1.0
1993-03-01,307,1,1,1.0
1993-03-01,308,1,1,1.0
1993-03-01,309,1,1,1.0
1993-03-01,310,1,1,1.0
1993-03-01,311,1,1,1.0
1993-03-01,312,1,1,1.0
1993-03-01,313,1,1,1.0
1993-03-01,314,1,1,1.0
1993-03-01,315,1,1,1.0
1993-03-01,316,1,1,1.0
1993-03-01,317,1,1,1.0
1993-03-01,318,1,1,1.0
1993-03-01,319,1,1,1.0
1993-04-01,201,1,1,1.0
1993-04-01,202,1,1,1.0
1993-04-01,203,1,1,1.0
1993-04-01,204,1,1,1.0
1993-04-01,205,1,1,1.0
1993-04-01,206,1,1,1.0
1993-04-01,207,1,1,1.0
1993-04-01,208,1,1,1.0
1993-04-01,209,1,1,1.0
1993-04-01,210,1,1,1.0
1993-04-01,211,1,1,1.0
1993-04-01,212,1,1,1.0
1993-04-01,213,1,1,1.0
1993-04-01,214,1,1,1.0
1993-04-01,215,1,1,1.0
1993-04-01,216,1,1,1.0
1993-04-01,217,1,1,1.0
1993-04-01,218,1,1,1.0
1993-04-01,219,1,1,1.0
1993-04-01,220,1,1,1.0
1993-04-01,221,1,1,1.0
1993-04-01,222,1,1,1.0
1993-04-01,223,1,1,1.0
1993-04-01,224,1,1,1.0
1993-04-01,225,1,1,1.0
1993-04-01,226,1,1,1.0
1993-04-01,227,1,1,1.0
1993-04-01,228,1,1,1.0
1993-04-01,229,1,1,1.0
1993-04-01,230,1,1,1.0
1993-04-01,231,1,1,1.0
1993-04-01,232,1,1,1.0
1993-04-01,233,1,1,1.0
1993-04-01,234,1,1,1.0
1993-04-01,235,1,1,1.0
1993-04-01,236,1,1,1.0
1993-04-01,237,1,1,1.0
1993-04-01,238,1,1,1.0
1993-04-01,239,1,1,1.0
1993-04-01,240,1,1,1.0
1993-04-01,241,1,1,1.0
1993-04-01,242,1,1,1.0
1993-04-01,243,1,1,1.0
1993-04-01,244,1,1,1.0
1993-04-01,245,1,1,1.0
1993-04-01,246,1,1,1.0
1993-04-01,247,1,1,1.0
1993-04-01,248,1,1,1.0
1993-04-01,249,1,1,1.0
1993-04-01,250,1,1,1.0
1993-04-01,251,1,1,1.0
1993-04-01,252,1,1,1.0
1993-04-01,253,1,1,1.0
1993-04-01,254,1,1,1.0
1993-04-01,255,1,1,1.0
1993-04-01,256,1,1,1.0
1993-04-01,257,1,1,1.0
1993-04-01,258,1,1,1.0
1993-04-01,259,1,1,1.0
1993-04-01,260,1,1,1.0
1993-04-01,261,1,1,1.0
1993-04-01,262,1,1,1.0
1993-04-01,263,1,1,1.0
1993-04-01,264,1,1,1.0
1993-04-01,265,1,1,1.0
1993-04-01,266,1,1,1.0
1993-04-01,267,1,1,1.0
1993-04-01,268,1,1,1.0
1993-04-01,269,1,1,1.0
1993-04-01,270,1,1,1.0
1993-04-01,271,1,1,1.0
1993-04-01,272,1,1,1.0
1993-04-01,273,1,1,1.0
1993-04-01,274,1,1,1.0
1993-04-01,275,1,1,1.0
1993-04-01,276,1,1,1.0
1993-04-01,277,1,1,1.0
1993-04-01,278,1,1,1.0
1993-04-01,279,1,1,1.0
1993-04-01,280,1,1,1.0
1993-04-01,281,1,1,1.0
1993-04-01,282,1,1,1.0
1993-04-01,283,1,1,1.0
1993-04-01,284,1,1,1.0
1993-04-01,285,1,1,1.0
1993-04-01,286,1,1,1.0
1993-04-01,287,1,1,1.0
1993-04-01,288,1,1,1.0
1993-04-01,289,1,1,1.0
1993-04-01,290,1,1,1.0
1993-04-01,291,1,1,1.0
1993-04-01,292,1,1,1.0
1993-04-01,293,1,1,1.0
1993-04-01,294,1,1,1.0
1993-04-01,295,1,1,1.0
1993-04-01,296,1,1,1.0
1993-04-01,297,1,1,1.0
1993-04-01,298,1,1,1.0
1993-04-01,299,1,1,1.0
1993-04-01,300,1,1,1.0
1993-04-01,301,1,1,1.0
1993-04-01,302,1,1,1.0
1993-04-01,303,1,1,1.0
1993-04-01,304,1,1,1.0
1993-04-01,305,1,1,1.0
1993-04-01,306,1,1,1.0
1993-04-01,307,1,1,1.0
1993-04-01,308,1,1,1.0
1993-04-01,309,1,1,1.0
1993-04-01,310,1,1,1.0
1993-04-01,311,1,1,1.0
1993-04-01,312,1,1,1.0
